SAS_Angle[Deg],SAS_Speed,CR_Yrs_Yr,CR_Yrs_LatAc[g],ACCEL_REF_ACC[m/s^2],DriverBraking,CR_Mdps_DrvTq,CR_Brk_StkDep_Pc[%],CR_Yrs_LongAc[g],CR_Mdps_StrColTq[Nm],CR_Mdps_StrTq[Nm],CR_Mdps_OutTq,CF_Gway_TSigLHSw,CF_Gway_TSigRHSw,CR_Vcu_AccPedDep_Pc[%],CR_Mcu_VehSpd_Kph[kph],Time[s]
2.1,0,0.009999999999991,0.043465565,0.209999999999999,0,-0.210000000000001,0,0.058506435,-0.1953125,-0.199999999999999,-0.199999999999989,0,0,15.686274508,82,2783
2.9,0,0.219999999999999,0.05149586,0.17,0,-0.780000000000001,0,0.045759935000001,-0.7890625,-0.780000000000001,-0.599999999999994,0,0,14.9019607826,82,2784
2.1,0,-0.25,0.025110605,0.24,0,0.190000000000001,0,0.05761418,0.0859375,0.09,1,0,0,17.6470588215,84,2785
3.8,0,0.330000000000012,0.05506488,-0.23,0,-0.120000000000001,0,-0.012364105,-0.1015625,-0.100000000000001,-0.199999999999989,0,0,5.8823529405,84,2786
2.9,0,0.324999999999989,0.051878255,-0.109999999999999,0,-0.739999999999998,0,0.004206345,-0.7578125,-0.75,-0.199999999999989,0,0,14.9019607826,83,2787
2.8,0,0.164999999999992,0.041426125,0.15,0,-0.219999999999999,0,0.06271278,-0.2265625,-0.23,0.199999999999989,0,0,20.7843137231,84,2788
3.2,0,0.379999999999995,0.06169306,0.52,0,-0.059999999999999,0,0.0892255,-0.046875,-0.039999999999999,-0.099999999999994,0,0,22.7450980366,86,2789
3.1,8,-0.22999999999999,0.03263104,-0.290000000000001,0,1,0,-0.001657045,1.0078125,1,1,0,0,6.6666666659,85,2790
3.6,0,0.310000000000002,0.067428985,-0.790000000000001,0,1.54,0,-0.03976908,1.5703125,1.57,1.59999999999999,0,0,6.6666666659,84,2791
4.4,0,0.719999999999999,0.08285225,-0.25,0,0.91,0,0.01172678,0.8359375,0.829999999999998,-0.099999999999994,0,0,7.843137254,83,2792
4.3,0,1.035,0.071252935,-0.42,0,0.059999999999999,0,-0.035052875,0.09375,0.100000000000001,-0.199999999999989,0,0,0.7843137254,82,2793
3.4,0,0.050000000000011,0.050986,-0.370000000000001,0,-0.600000000000001,0,0.005226065,-0.6015625,-0.600000000000001,-0.300000000000011,0,0,7.843137254,80,2794
3.8,0,0.525000000000006,0.055447275,-0.48,0,0.02,0,-0.02651272,-0.0625,-0.059999999999999,-0.599999999999994,0,0,1.9607843135,79,2795
3.8,0,0.310000000000002,0.06016348,-0.279999999999999,0,-0.620000000000001,0,0.000127465,-0.6796875,-0.68,-0.400000000000006,0,0,8.6274509794,78,2796
0.9,4,-0.215000000000003,0.030719065000001,0.44,0,-1.62,0,0.104138905,-1.4921875,-1.49,-1.30000000000001,0,0,20.7843137231,78,2797
1.3,0,-0.360000000000014,0.034033155,-0.31,0,0.34,0,-0.01580566,0.3515625,0.350000000000001,0.199999999999989,0,0,4.7058823524,78,2798
3.3,0,0.504999999999995,0.058761365,0.24,0,0.93,0,0.059016295,0.75,0.75,-0.300000000000011,0,0,14.9019607826,79,2799
3.3,0,0.444999999999993,0.05480995,0.44,0,0.940000000000001,0,0.07545928,0.9453125,0.940000000000001,1.19999999999999,0,0,18.8235294096,80,2800
3.8,0,0.5,0.056976855,-0.040000000000001,0,0.18,0,0.00739297,0.1796875,0.18,0,0,0,8.6274509794,80,2801
3.3,0,0.414999999999992,0.062330385,0.17,0,-0.859999999999999,0,0.047544445,-0.859375,-0.859999999999999,-0.599999999999994,0,0,14.9019607826,80,2802
1.3,8,-0.419999999999988,0.021796515,0.27,0,0.550000000000001,0,0.064879685,0.5703125,0.57,0.599999999999994,0,0,16.8627450961,81,2803
2.7,0,0.02000000000001,0.04537754,-0.18,0,0.670000000000002,0,0.01962961,0.6875,0.68,1.19999999999999,0,0,9.8039215675,81,2804
3.9,0,0.52000000000001,0.058251505,-0.43,0,-0.460000000000001,0,-0.006500715,-0.46875,-0.469999999999999,-0.400000000000006,0,0,4.7058823524,79,2805
3.4,0,0.324999999999989,0.056721925,-0.17,0,-0.77,0,0.026130325,-0.71875,-0.719999999999999,-0.300000000000011,0,0,8.6274509794,78,2806
0.2,0,-0.474999999999994,0.01402115,0.35,0,0,0,0.069723355,-0.125,-0.120000000000001,0.900000000000006,0,0,17.6470588215,79,2807
2.3,0,-0.060000000000002,0.04308317,0.18,0,0.98,0,0.05277051,0.7890625,0.789999999999999,1.09999999999999,0,0,15.686274508,79,2808
4,0,0.574999999999989,0.071762795,0.629999999999999,0,0.77,0,0.09534382,0.921875,0.920000000000002,0.5,0,0,21.9607843112,81,2809
2.9,0,0.35499999999999,0.066154335,-0.07,0,-0.620000000000001,0,0.028679625,-0.59375,-0.59,-0.699999999999989,0,0,12.9411764691,82,2810
2.8,0,0.330000000000012,0.053917695,0.209999999999999,0,-0.120000000000001,0,0.06577194,-0.1015625,-0.100000000000001,0.5,0,0,17.6470588215,82,2811
1.9,0,0.099999999999994,0.0560846,0.619999999999999,0,-0.16,0,0.12109175,-0.0078125,-0.010000000000002,0.5,0,0,26.6666666636,84,2812
2.1,0,0.164999999999992,0.05430009,0.69,0,-0.43,0,0.10426637,-0.703125,-0.699999999999999,-1.09999999999999,0,0,27.8431372517,87,2813
2.1,0,0.215000000000003,0.048691630000001,0.6,0,-0.609999999999999,0,0.10477623,-0.7109375,-0.710000000000001,-0.300000000000011,0,0,28.6274509771,89,2814
1.9,0,-0.060000000000002,0.02268877,0.43,0,-0.969999999999999,0,0.106178345,-0.953125,-0.949999999999999,-0.300000000000011,0,0,28.6274509771,91,2815
1.9,0,0.125,0.037857105,0.52,0,-0.699999999999999,0,0.08081281,-0.7109375,-0.710000000000001,-0.5,0,0,22.7450980366,93,2816
3.2,0,0.64500000000001,0.064624755,0.109999999999999,0,-0.420000000000002,0,0.033013435,-0.4609375,-0.460000000000001,-0.699999999999989,0,0,12.9411764691,94,2817
1.7,0,-0.150000000000006,0.031483855,-0.44,0,0.02,0,-0.00203944,0.1328125,0.129999999999999,0.300000000000011,0,0,7.843137254,93,2818
3.2,0,0.314999999999998,0.05404516,-0.35,0,0.77,0,-0.00203944,0.5703125,0.57,-0.400000000000006,0,0,8.6274509794,92,2819
4.3,0,0.875,0.082979715,-0.16,0,0.460000000000001,0,0.02166905,0.6484375,0.640000000000001,-0.800000000000011,0,0,10.9803921556,91,2820
3.8,0,0.544999999999988,0.062840245,0.289999999999999,0,1.61,0,0.060545875,1.5625,1.56,1.90000000000001,0,0,20.7843137231,91,2821
4.3,0,0.620000000000004,0.069595890000001,0.24,0,1.64,0,0.063350105,1.578125,1.58,1.40000000000001,1,0,20.7843137231,92,2822
4.4,0,0.764999999999986,0.075841675,0.24,0,1.1,0,0.07469449,0.8828125,0.879999999999999,-0.099999999999994,0,0,24.7058823501,93,2823
3.9,0,0.534999999999997,0.06500715,0.07,0,-0.219999999999999,0,0.03135639,-0.34375,-0.34,-0.800000000000011,0,0,15.686274508,94,2824
1.9,0,-0.110000000000014,0.0433381,-0.19,0,-1.25,0,0.0178451,-1.3359375,-1.34,-1.30000000000001,0,0,12.9411764691,94,2825
1.3,0,-0.210000000000008,0.02447328,-0.130000000000001,0,-1.18,0,0.02243384,-1.234375,-1.24,-1.09999999999999,0,0,13.7254901945,94,2826
-0.3,12,-1.73500000000001,-0.01351129,0.220000000000001,0,-0.550000000000001,0,0.051113465,-0.3125,-0.309999999999999,0.300000000000011,0,0,19.607843135,94,2827
2.2,0,0.199999999999989,0.04486768,0.19,0,0,0,0.03416062,-0.234375,-0.239999999999998,-0.800000000000011,0,0,14.9019607826,94,2828
2,0,0.074999999999989,0.029444415,0.08,0,-0.32,0,0.037347245,-0.171875,-0.170000000000002,0.199999999999989,0,0,15.686274508,94,2829
2.9,0,-0.039999999999992,0.048054305,0.369999999999999,0,1.2,0,0.068703635,1.1953125,1.2,0.800000000000011,0,0,22.7450980366,95,2830
3.1,0,0.530000000000001,0.063095175,0.549999999999999,0,0.91,0,0.08948043,0.90625,0.91,0.400000000000006,0,0,26.6666666636,97,2831
2.3,0,0.094999999999999,0.042828240000001,0.119999999999999,0,-0.27,0,0.028679625,-0.2734375,-0.27,0,0,0,14.9019607826,98,2832
0,4,-0.675000000000011,0.01198171,-0.43,0,-1.38,0,-0.008795085,-1.3671875,-1.36,-0.5,0,0,5.8823529405,96,2833
2.7,0,0.155000000000001,0.041426125,-0.470000000000001,0,0.960000000000001,0,-0.01300143,0.953125,0.949999999999999,0.300000000000011,0,0,4.7058823524,94,2834
3.3,4,0.39500000000001,0.06041841,-0.52,0,1.35,0,-0.00535353,1.3359375,1.34,0.800000000000011,0,0,3.921568627,93,2835
2.8,8,0.305000000000007,0.056212065000001,-0.109999999999999,0,-0.379999999999999,0,0.004971135,-0.40625,-0.399999999999999,-0.099999999999994,0,0,8.6274509794,92,2836
2.6,0,0.180000000000007,0.052643045,0.08,0,0.359999999999999,0,0.03976908,0.390625,0.390000000000001,0.199999999999989,0,0,15.686274508,92,2837
3.2,0,0.455000000000013,0.0713804,0.07,0,1.28,0,0.0407888,1.28125,1.28,1.09999999999999,0,0,16.8627450961,92,2838
3.3,0,0.259999999999991,0.068958565,0.039999999999999,0,0.579999999999998,0,0.05073107,0.5234375,0.52,0.400000000000006,0,0,16.8627450961,93,2839
0.9,12,0.199999999999989,0.037602175,0.1,0,-1.77,0,0.05480995,-1.7734375,-1.77,-2,0,0,17.6470588215,94,2840
3.6,4,0.439999999999998,0.05226065,0.17,0,0.579999999999998,0,0.056466995,0.5703125,0.57,-0.599999999999994,0,0,17.6470588215,94,2841
3.2,0,0.319999999999993,0.05659446,0,0,0.829999999999998,0,0.03492541,0.8359375,0.84,0.699999999999989,0,0,11.764705881,94,2842
4.2,0,0.754999999999995,0.068448705,-0.040000000000001,0,1.43,0,0.027404975,1.46875,1.47,1.09999999999999,0,0,12.9411764691,94,2843
3.1,0,0.129999999999995,0.04818177,-0.42,0,0.170000000000002,0,-0.01708031,0.2109375,0.210000000000001,0.300000000000011,0,0,5.8823529405,93,2844
4,0,0.590000000000003,0.07520435,-0.27,0,1.63,0,0.002421835,1.6328125,1.63,2,0,0,11.764705881,92,2845
0.6,4,-0.629999999999995,0.02727751,-0.120000000000001,0,-0.760000000000002,0,0.007010575,-0.7265625,-0.73,0,0,0,4.7058823524,91,2846
0.8,0,-0.425000000000011,0.017462705,-0.460000000000001,0,-0.149999999999999,0,-0.022306375,-0.296875,-0.300000000000001,0.199999999999989,0,0,1.9607843135,90,2847
3.4,0,0.344999999999999,0.04486768,-0.210000000000001,0,-0.719999999999999,0,0.018737355,-0.71875,-0.719999999999999,-0.800000000000011,0,0,10.9803921556,89,2848
2.9,0,0.180000000000007,0.05480995,0.08,0,-0.52,0,0.03925922,-0.5234375,-0.52,-0.199999999999989,0,0,15.686274508,89,2849
2.5,0,0.219999999999999,0.0535353,0.220000000000001,0,-1.01,0,0.06092827,-1.0390625,-1.04,-1.59999999999999,0,0,18.8235294096,90,2850
-0.2,0,-0.990000000000009,0.00994227,0.279999999999999,0,-0.18,0,0.05659446,-0.1796875,-0.18,-0.099999999999994,0,0,19.607843135,91,2851
0.1,0,-0.580000000000013,0.011344385,0.25,0,0.469999999999999,0,0.063350105,0.4765625,0.48,0.699999999999989,0,0,18.8235294096,92,2852
1.9,0,-0.324999999999989,0.03721978,0.109999999999999,0,1.04,0,0.03645499,1.0546875,1.05,1.09999999999999,0,0,15.686274508,92,2853
0.9,0,-0.664999999999992,0.03339583,0.109999999999999,0,-1.1,0,0.04410289,-1.0546875,-1.06,-0.900000000000006,0,0,17.6470588215,92,2854
-1.3,16,-2.59,-0.0458874,0.25,0,-1.06,0,0.073547305,-1.046875,-1.04,-0.599999999999994,0,0,22.7450980366,93,2855
-0.4,0,-1.13,0.010069735,0.199999999999999,0,-1.91,0,0.07214519,-1.9140625,-1.91,-2.59999999999999,0,0,21.9607843112,94,2856
-2.7,0,-2.02000000000001,-0.03976908,0.279999999999999,0,-1.15,0,0.073292375,-1.1640625,-1.16,-1.30000000000001,0,0,22.7450980366,95,2857
-0.3,0,-0.775000000000006,0.02396342,0.289999999999999,0,-0.539999999999999,0,0.076861395,-0.5390625,-0.539999999999999,-0.199999999999989,0,0,23.9215686247,96,2858
-2,0,-1.44999999999999,-0.009559875,0.19,0,-0.719999999999999,0,0.079410695,-0.703125,-0.699999999999999,-1.09999999999999,0,0,24.7058823501,97,2859
-1.8,0,-1.75,-0.03135639,0.129999999999999,0,-1.02,0,0.051368395,-0.9296875,-0.93,0.199999999999989,0,0,19.607843135,98,2860
-0.6,0,-1.03,0.001147185,0.060000000000001,0,-0.84,0,0.03008174,-0.8515625,-0.850000000000001,-0.300000000000011,0,0,15.686274508,98,2861
-0.1,0,-0.919999999999988,-0.00076479,-0.120000000000001,0,-0.18,0,0.021286655,-0.1484375,-0.140000000000001,0.199999999999989,0,0,11.764705881,97,2862
1.5,0,-0.245000000000005,0.033268365,-0.16,0,-0.34,0,0.02625779,-0.3203125,-0.32,-0.099999999999994,0,0,17.6470588215,97,2863
1.4,0,-0.155000000000001,0.035052875,0.060000000000001,0,-0.690000000000001,0,0.05175079,-0.6640625,-0.66,-0.099999999999994,0,0,17.6470588215,97,2864
1.5,0,-0.175000000000011,0.025110605,-0.050000000000001,0,-0.780000000000001,0,0.04027894,-0.78125,-0.780000000000001,-0.400000000000006,0,0,18.8235294096,97,2865
1.5,0,0.044999999999988,0.03008174,0.49,0,-0.629999999999999,0,0.080685345,-0.6171875,-0.609999999999999,-0.199999999999989,0,0,25.8823529382,99,2866
1.5,0,0,0.047544445,0.720000000000001,0,-0.329999999999998,0,0.11777766,-0.328125,-0.329999999999998,0.199999999999989,0,0,36.8627450938,101,2867
1.4,0,-0.025000000000006,0.030464135,1.06,0,-0.210000000000001,0,0.14225094,-0.2421875,-0.239999999999998,0.099999999999994,0,0,42.7450980343,104,2868
2.9,0,0.245000000000005,0.056212065000001,0.449999999999999,0,0.059999999999999,0,0.05812404,0.0546875,0.059999999999999,0,0,0,24.7058823501,106,2869
2.9,0,0.194999999999993,0.051368395,0.19,0,-0.57,0,0.038876825,-0.578125,-0.579999999999998,-0.199999999999989,0,0,18.8235294096,107,2870
2.8,0,0.060000000000002,0.057231785,0.129999999999999,0,-0.640000000000001,0,0.027404975,-0.640625,-0.640000000000001,-0.199999999999989,0,0,18.8235294096,107,2871
2.8,0,0.14500000000001,0.042700775,-0.02,0,-0.420000000000002,0,0.01376622,-0.4296875,-0.43,-0.199999999999989,0,0,16.8627450961,107,2872
4.1,0,0.659999999999997,0.06551701,0.26,0,0.16,0,0.053917695,0.2265625,0.219999999999999,-1.09999999999999,0,0,25.8823529382,108,2873
3.1,0,0.10499999999999,0.05404516,0.560000000000001,0,-0.510000000000002,0,0.094706495,-0.5390625,-0.539999999999999,-0.199999999999989,0,0,34.9019607803,111,2874
1.5,0,-0.099999999999994,0.02345356,0.75,0,-0.239999999999998,0,0.107452995,-0.3359375,-0.329999999999998,0.699999999999989,0,0,38.8235294073,113,2875
1.9,0,0.224999999999994,0.05073107,0.73,0,-0.059999999999999,0,0.07800858,-0.25,-0.25,0.199999999999989,0,0,32.9411764668,116,2876
0.8,0,-0.159999999999997,0.015168335,0.470000000000001,0,-0.829999999999998,0,0.0739297,-0.8203125,-0.82,-0.199999999999989,0,1,31.7647058787,118,2877
1.1,0,-0.014999999999986,0.01402115,0.560000000000001,0,-0.25,0,0.09279452,-0.2734375,-0.27,-0.300000000000011,0,1,36.8627450938,120,2878
2.2,0,0.360000000000014,0.07290998,0.619999999999999,0,-0.27,0,0.09406917,-0.28125,-0.280000000000001,-0.400000000000006,0,0,37.6470588192,122,2879
2.9,0,0.444999999999993,0.061820525,0.4,0,0.27,0,0.05404516,0.15625,0.149999999999999,0,0,0,32.9411764668,123,2880
3.8,0,0.689999999999998,0.08183253,0.5,0,1.08,0,0.065134615,0.8828125,0.879999999999999,0.5,0,0,34.9019607803,124,2881
4.2,0,0.615000000000009,0.090882545,0.18,0,1.06,0,0.035562735,1.09375,1.09,1.09999999999999,0,0,30.9803921533,125,2882
3.8,0,0.560000000000002,0.078900835,0.07,0,0.780000000000001,0,0.03900429,0.8515625,0.850000000000001,0.300000000000011,0,0,25.8823529382,125,2883
3.3,0,0.22999999999999,0.06347757,-0.380000000000001,0,0.210000000000001,0,0.00841269,0.25,0.25,0,0,0,18.8235294096,124,2884
3.8,0,0.504999999999995,0.052388115,-0.74,0,1.03,0,-0.03339583,0.859375,0.859999999999999,0.199999999999989,0,0,0,122,2885
2.4,4,0.264999999999986,0.05812404,-1.09,0,-1,0,-0.039386685,-0.9296875,-0.93,0,0,0,0,118,2886
1.5,0,0.090000000000003,0.03721978,-0.99,0,-0.890000000000001,0,-0.03951415,-0.984375,-0.98,-1.19999999999999,0,0,0,115,2887
2.1,0,0.405000000000001,0.051368395,-0.98,0,-0.289999999999999,0,-0.04308317,-0.4140625,-0.41,-0.800000000000011,0,0,0,112,2888
0.7,0,-0.199999999999989,0.029699345,-1.5,0,-1.07,0,-0.116375545,-0.9453125,-0.940000000000001,0,0,0,0,107,2889
1.7,0,-0.02000000000001,0.04894656,-1.71,0,-0.59,0,-0.132691065,-0.6015625,-0.600000000000001,-0.699999999999989,0,0,0,101,2890
1.7,0,0.324999999999989,0.040151475,-1.91,0,0.609999999999999,0,-0.14123122,0.59375,0.59,0.300000000000011,0,0,0,94,2891
2.7,0,0.264999999999986,0.04410289,-1.14,0,-0.34,0,-0.04690712,-0.34375,-0.34,-0.300000000000011,0,0,0,90,2892
2.9,0,0.324999999999989,0.05888883,-0.6,0,0.34,0,-0.026640185,0.328125,0.329999999999998,0.5,0,0,4.7058823524,87,2893
3,0,0.469999999999999,0.05404516,-0.42,0,0.210000000000001,0,-0.00050986,0.203125,0.199999999999999,0,0,0,5.8823529405,86,2894
1.7,0,-0.069999999999993,0.03849443,-0.65,0,0.050000000000001,0,-0.023581025,0.0703125,0.07,0.400000000000006,0,0,7.843137254,84,2895
2.4,0,0.189999999999998,0.03772964,-0.09,0,0.48,0,0.051623325000001,0.4296875,0.43,0.599999999999994,0,0,14.9019607826,84,2896
2.8,0,0.27000000000001,0.04563247,0.18,0,1.18,0,0.085019155,1.1796875,1.18,1,0,0,21.9607843112,85,2897
3.8,0,0.444999999999993,0.05557474,0.69,0,0.5,0,0.13230867,0.625,0.620000000000001,-0.199999999999989,0,0,31.7647058787,87,2898
2.8,4,0.620000000000004,0.06041841,0.199999999999999,0,-1.42,0,0.063732500000001,-1.2109375,-1.21,-0.699999999999989,0,0,19.607843135,88,2899
0.9,0,-0.340000000000003,0.01988454,-0.07,0,0.449999999999999,0,0.037602175,0.4609375,0.460000000000001,0.599999999999994,0,0,11.764705881,89,2900
3.2,0,0.330000000000012,0.042828240000001,-0.17,0,-0.59,0,0.030719065000001,-0.5,-0.5,-0.099999999999994,0,0,15.686274508,88,2901
0.6,4,-0.215000000000003,0.030464135,0.369999999999999,0,-0.82,0,0.08871564,-0.8359375,-0.829999999999998,-0.099999999999994,0,0,23.9215686247,90,2902
3.2,0,0.490000000000009,0.046779655,0.720000000000001,0,0.5,0,0.12593542,0.484375,0.48,0,0,0,29.8039215652,92,2903
2.1,0,0.194999999999993,0.059016295,0.299999999999999,0,-0.780000000000001,0,0.072272655,-0.9765625,-0.969999999999999,-1,0,0,22.7450980366,93,2904
1.8,0,0.185000000000002,0.03441555,0.48,0,-1.2,0,0.115610755,-1.09375,-1.09,-0.699999999999989,0,0,30.9803921533,94,2905
1.8,0,0.10499999999999,0.02064933,-0.040000000000001,0,-1.02,0,0.02676765,-1,-1,-1.19999999999999,0,0,15.686274508,95,2906
1.8,0,0.215000000000003,0.04410289,0.73,0,-0.309999999999999,0,0.119434705,-0.0390625,-0.039999999999999,0.599999999999994,0,0,33.7254901922,96,2907
1.8,0,0.094999999999999,0.043210635,0.810000000000001,0,-0.010000000000002,0,0.13077909,0.0390625,0.039999999999999,-0.300000000000011,0,0,36.8627450938,99,2908
1.8,0,0.129999999999995,0.03416062,0.67,0,-0.390000000000001,0,0.129631905,-0.3515625,-0.350000000000001,0,0,0,38.8235294073,102,2909
1.8,0,0.060000000000002,0.049583885,0.289999999999999,0,0.309999999999999,0,0.072017725,0.3203125,0.32,0.099999999999994,0,0,26.6666666636,103,2910
1.9,0,0.02000000000001,0.03849443,0.199999999999999,0,0.640000000000001,0,0.065389545,0.5625,0.559999999999999,0.300000000000011,0,0,27.8431372517,104,2911
3.8,0,0.60499999999999,0.069213495,0.26,0,1.06,0,0.057486715,1.0546875,1.05,1.09999999999999,0,0,21.9607843112,105,2912
2.3,4,0.280000000000001,0.059526155,-0.109999999999999,0,-0.870000000000001,0,0.02880709,-0.875,-0.870000000000001,-1,0,0,16.8627450961,105,2913
1.9,0,-0.10499999999999,0.0331409,0.15,0,-0.699999999999999,0,0.078136045,-0.6953125,-0.699999999999999,-0.099999999999994,0,0,27.8431372517,105,2914
1.9,0,0.194999999999993,0.05455502,0.31,0,0.050000000000001,0,0.059526155,0.046875,0.050000000000001,0.099999999999994,0,0,25.8823529382,106,2915
2.2,0,0.25,0.029444415,0.07,0,0.02,0,0.056976855,-0.015625,-0.010000000000002,-0.199999999999989,0,0,22.7450980366,106,2916
3,0,0.235000000000014,0.052133185,0.16,0,0.59,0,0.062330385,0.59375,0.59,0.099999999999994,0,0,25.8823529382,107,2917
3,0,0.085000000000008,0.050986,-0.1,0,0.670000000000002,0,0.040661335,0.671875,0.670000000000002,0.199999999999989,0,0,23.9215686247,107,2918
1.2,8,0.169999999999988,0.05022121,0.15,0,-0.149999999999999,0,0.062075455,-0.7734375,-0.77,-0.300000000000011,0,0,26.6666666636,108,2919
2.1,0,0.375,0.03237611,0.039999999999999,0,-0.170000000000002,0,0.061820525,-0.1171875,-0.120000000000001,0,0,0,23.9215686247,107,2920
1.8,0,0.310000000000002,0.02013947,-0.050000000000001,0,-0.629999999999999,0,0.055702205,-0.484375,-0.48,-0.300000000000011,0,0,21.9607843112,107,2921
4.5,0,1.34,0.05710432,-0.450000000000001,0,-0.109999999999999,0,0.028934555,0,0,-0.599999999999994,0,0,17.6470588215,107,2922
3.8,0,1.06999999999999,0.043210635,-0.300000000000001,0,0.07,0,0.02498314,0.5,0.5,0.900000000000006,0,0,16.8627450961,106,2923
6.4,4,2.02000000000001,0.07189026,-0.07,0,1.83,0,0.030973995,1.734375,1.73,2.40000000000001,0,0,16.8627450961,105,2924
8.3,0,2.86000000000001,0.125553025,0.19,0,1.53,0,0.055447275,1.7421875,1.74,1.90000000000001,0,0,22.7450980366,105,2925
5.3,0,1.45500000000001,0.049074025,0,0,1.15,0,0.04384796,1.1171875,1.11,1.19999999999999,0,0,21.9607843112,105,2926
8.2,0,3.035,0.1172678,-0.1,0,1.27,0,0.016442985,1.515625,1.52,1.40000000000001,0,0,13.7254901945,104,2927
5.6,0,2.03,0.07979309,-0.300000000000001,0,1.74,0,0.00127465,1.5390625,1.54,2.09999999999999,0,0,11.764705881,104,2928
6.8,0,2.435,0.1045213,-0.16,0,1.69,0,0.007520435,1.7734375,1.77,1.69999999999999,0,0,11.764705881,103,2929
5.4,0,1.44499999999999,0.06347757,-0.41,0,1.31,0,0.00688311,1.296875,1.29,0.699999999999989,0,0,10.9803921556,102,2930
1.7,0,-0.090000000000003,0.038239500000001,-0.16,0,-0.640000000000001,0,0.01351129,-0.6328125,-0.629999999999999,0.099999999999994,0,0,0,100,2931
0.6,0,-0.405000000000001,0.016188055,-0.25,0,-0.02,0,-0.01759017,-0.140625,-0.140000000000001,1,0,0,4.7058823524,99,2932
4,4,0.555000000000007,0.02498314,-0.9,0,0.620000000000001,0,-0.02727751,0.546875,0.539999999999999,-0.599999999999994,0,0,2.7450980389,98,2933
4.4,8,0.449999999999989,0.063605035,-0.34,0,1.29,0,-0.02498314,1.28125,1.28,1.09999999999999,0,0,2.7450980389,96,2934
3.2,0,0.10499999999999,0.056721925,-0.529999999999999,0,-0.98,0,-0.03339583,-0.6328125,-0.629999999999999,-0.099999999999994,0,0,0,94,2935
2.6,0,0.349999999999994,0.051368395,-0.43,0,0.09,0,-0.03467048,-0.15625,-0.16,0.800000000000011,0,0,2.7450980389,92,2936
1.7,0,-0.090000000000003,0.028424695,-0.23,0,0.100000000000001,0,-0.00458874,0.0390625,0.039999999999999,0.599999999999994,0,0,7.843137254,91,2937
2.3,0,0.155000000000001,0.036837385,-0.18,0,-0.57,0,-0.004971135,-0.4609375,-0.460000000000001,-0.599999999999994,0,0,7.843137254,91,2938
3.2,0,0.335000000000008,0.054682485,0.529999999999999,0,0.300000000000001,0,0.062585315,0.6484375,0.649999999999999,0.099999999999994,0,0,22.7450980366,92,2939
3.3,0,0.465000000000003,0.061565595,0.52,0,-0.09,0,0.060290945,0.1484375,0.149999999999999,-1,0,0,21.9607843112,94,2940
2.4,8,0.639999999999986,0.06679166,0.359999999999999,0,-0.370000000000001,0,0.050986,-0.5703125,-0.57,-1,0,0,17.6470588215,96,2941
2.8,0,-0.02000000000001,0.042190915,-0.17,0,0.710000000000001,0,-0.00356902,0.7265625,0.719999999999999,0.5,0,0,6.6666666659,96,2942
3.2,0,0.115000000000009,0.04690712,-0.1,0,1.22,0,-0.010069735,1.359375,1.36,1.40000000000001,0,0,8.6274509794,96,2943
4.8,0,1.09,0.08999029,0.390000000000001,0,2.01,0,0.033778225,2.015625,2.02,2.40000000000001,1,0,17.6470588215,97,2944
5.4,0,1.09,0.100569885,0.560000000000001,0,1.54,0,0.05812404,1.703125,1.7,2.09999999999999,1,0,20.7843137231,99,2945
3.6,0,0.430000000000007,0.060545875,0.41,0,-0.59,0,0.018227495,-0.6875,-0.690000000000001,-0.599999999999994,1,0,13.7254901945,100,2946
2.5,0,0.009999999999991,0.040916265,0.129999999999999,0,-0.34,0,0.00560846,-0.28125,-0.280000000000001,0.300000000000011,0,0,12.9411764691,101,2947
0.2,0,-0.544999999999988,0.00841269,0.1,0,-0.52,0,0.02370849,-0.28125,-0.280000000000001,0.199999999999989,0,0,17.6470588215,102,2948
1.6,0,-0.085000000000008,0.02523807,0,0,-0.170000000000002,0,-0.00407888,0.15625,0.149999999999999,0,0,0,11.764705881,102,2949
2.3,0,0.025000000000006,0.046779655,-0.08,0,0.289999999999999,0,0.00076479,0.296875,0.289999999999999,0.599999999999994,0,0,11.764705881,103,2950
2.2,0,0.289999999999992,0.0280423,0.15,0,-0.059999999999999,0,0.00841269,-0.0546875,-0.059999999999999,0.199999999999989,0,0,12.9411764691,103,2951
2.3,0,0.275000000000006,0.036582455,0.140000000000001,0,-0.129999999999999,0,0.022051445,-0.1328125,-0.129999999999999,0,0,0,12.9411764691,104,2952
2.3,0,0.044999999999988,0.04690712,-0.140000000000001,0,0.489999999999998,0,0.00305916,0.4921875,0.489999999999998,0.099999999999994,0,0,11.764705881,103,2953
3.3,0,0.27000000000001,0.06500715,-0.01,0,1.25,0,0.035052875,1.2421875,1.24,1.09999999999999,0,0,20.7843137231,104,2954
4,0,0.409999999999997,0.06016348,0.08,0,0.079999999999998,0,0.049074025,0.078125,0.07,-0.400000000000006,0,0,20.7843137231,103,2955
2.6,0,0.185000000000002,0.03976908,-0.23,0,-0.539999999999999,0,0.018992285,-0.5625,-0.559999999999999,-0.199999999999989,0,0,14.9019607826,103,2956
0.9,0,-0.340000000000003,0.02931695,0,0,-0.530000000000001,0,0.061565595,-0.515625,-0.510000000000002,-0.099999999999994,0,0,24.7058823501,103,2957
2.8,0,0.340000000000003,0.039386685,-0.050000000000001,0,0.98,0,0.049328955,0.9765625,0.98,0.599999999999994,0,0,19.607843135,104,2958
